,Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),OilPrice,,
1908,19-07-2010,1190.25,1181,779.674,774.833,919.467,910.633,72.94,,
1909,20-07-2010,1181.5,1183,776.281,777.267,912.567,918.407,73.16,,
1910,21-07-2010,1191.25,1191.5,779.461,783.315,926.61,930.496,73.16,,
1911,22-07-2010,1187,1199.5,777.29,785.064,925.536,930.422,73.47,,
1912,23-07-2010,1198.75,1190.5,778.51,774.712,926.821,928.917,74.44,,
1913,26-07-2010,1189,1183.5,767.245,763.795,920.92,914.111,74.22,,
1914,27-07-2010,1184,1168,765.897,752.286,912.735,900.262,73.95,,
1915,28-07-2010,1164,1157,746.01,740.764,893.872,889.179,73.26,,
1916,29-07-2010,1166,1162.5,745.048,743.001,891.71,889.305,74.19,,
1917,30-07-2010,1168,1169,747.616,748.879,897.013,897.918,74.43,,
1918,02-08-2010,1178,1188.5,745.334,749.606,901.577,904.628,77.09,,
1919,03-08-2010,1184,1187.5,743.392,746.621,894.192,900.303,78.41,,
1920,04-08-2010,1194.5,1199.5,750.597,754.403,904.308,911.059,78.88,,
1921,05-08-2010,1195.5,1192.5,752.644,752.366,906.025,906.017,78.69,,
1922,06-08-2010,1194.5,1207.75,753.105,755.316,906.091,906.259,78.15,,
1923,09-08-2010,1206,1203,756.113,754.374,907.859,908.404,78.28,,
1924,10-08-2010,1196.75,1192.5,757.533,758.733,909.523,910.444,76.87,,
1925,11-08-2010,1198,1205.5,762.038,768.814,918.078,929.023,75.4,,
1926,12-08-2010,1200,1213,767.607,778.063,934.07,945.146,73.73,,
1927,13-08-2010,1215,1214.25,778.198,777.867,946.188,947.375,72.64,,
1928,16-08-2010,1222,1223.5,783.836,781.739,953.57,954.368,72.27,,
1929,17-08-2010,1226.25,1226,781.997,785.797,951.319,951.716,73.25,,
1930,18-08-2010,1223,1218,782.319,780.019,948.945,946.093,73.05,,
1931,19-08-2010,1228,1233.5,785.317,787.173,957.057,957.166,73.03,,
1932,20-08-2010,1230.5,1223.5,791.828,788.338,964.141,964.525,71.78,,
1933,23-08-2010,1227,1226,789.829,787.311,966.675,964.595,70.93,,
1934,24-08-2010,1218,1222,790.498,791.707,964.142,964.483,69.69,,
1935,25-08-2010,1237.5,1237.5,802.529,801.23,975.946,977.102,70,,
1936,26-08-2010,1240.25,1237,798.667,794.069,976.806,969.588,71.4,,
1937,27-08-2010,1234.5,1235,796.195,798.474,970.595,972.135,72.36,,
1938,31-08-2010,1233.5,1246,800.091,809.459,972.869,979.098,72.39,,
1939,01-09-2010,1250,1246.5,812.533,806.535,977.632,971.627,72.49,,
1940,02-09-2010,1247.75,1248.5,810.122,812.984,972.222,975.162,72.89,,
1941,03-09-2010,1252,1240.5,812.407,803.953,975.306,964.019,73.05,,
1942,06-09-2010,1249.5,1249,811.153,812.622,969.657,970.172,73.46,,
1943,07-09-2010,1247.25,1256.75,811.536,820.333,977.315,985.686,73.03,,
1944,08-09-2010,1258,1255,814.292,810.305,991.723,985.009,74.04,,
1945,09-09-2010,1253.5,1255,813.38,812.298,984.914,985.009,74.48,,
1946,10-09-2010,1248.75,1246.5,808.514,809.942,980.951,981.883,74.66,,
1947,13-09-2010,1243,1243.75,804.375,807.42,970.866,969.408,75.06,,
1948,14-09-2010,1253.25,1265.5,813.852,818.882,975.444,982.76,75.54,,
1949,15-09-2010,1270.4,1267,818.82,815.001,978.887,974.99,75.37,,
1950,16-09-2010,1271.25,1272.5,815.374,815.026,971.978,971.968,75.49,,
1951,17-09-2010,1281.5,1274,816.19,813.953,975.489,975.05,74.95,,
1952,20-09-2010,1280.25,1279.25,821.199,821.19,977.589,979.368,75.26,,
1953,21-09-2010,1278.75,1275,823.3,819.409,972.877,971.133,75.34,,
1954,22-09-2010,1291.75,1293.5,823.558,825.463,966.156,963.501,74.41,,
1955,23-09-2010,1291.5,1290.75,824.502,822.92,968.577,968.305,74.28,,
1956,24-09-2010,1298,1297,826.488,821.406,967.357,963.238,75.01,,
1957,27-09-2010,1298.25,1297,820.898,819.693,965.744,963.739,75.06,,
1958,28-09-2010,1289,1294,813.044,820.701,958.436,959.087,74.87,,
1959,29-09-2010,1307.5,1307.5,826.12,827.218,962.388,961.256,75.74,,
1960,30-09-2010,1311,1307,824.321,829.79,960.088,958.352,77.48,,
1961,01-10-2010,1313,1316.25,828.287,832.859,955.187,957.412,79.52,,
1962,04-10-2010,1316,1313.5,834.02,828.455,961.777,959.039,79.95,,
1963,05-10-2010,1325.75,1330.5,835.487,838.057,962.153,964.83,80.14,,
1964,06-10-2010,1347,1346.5,847.436,848.51,972.282,970.101,81.51,,
1965,07-10-2010,1359.5,1345,853.1,843.525,973.017,964.503,81.07,,
1966,08-10-2010,1330.5,1341.5,838.321,840.96,956.575,961.994,79.95,,
1967,11-10-2010,1348.5,1351.5,846.144,848.559,967.291,969.721,80.44,,
1968,12-10-2010,1343.5,1348.5,849.027,853.157,972.846,975.619,79.64,,
1969,13-10-2010,1358.5,1365.5,856.773,862.439,970.981,979.415,80.9,,
1970,14-10-2010,1380.75,1373.25,860.12,859.087,980.159,975.943,80.95,,
1971,15-10-2010,1377.25,1367.5,858.367,852.503,977.328,975.253,79.86,,
1972,18-10-2010,1359.75,1367.25,855.996,860.718,978.871,980.108,79,,
1973,19-10-2010,1367.75,1339,864.352,851.023,981.099,969.517,79.25,,
1974,20-10-2010,1340.5,1339,852.356,847.737,970.041,962.617,78.71,,
1975,21-10-2010,1345.25,1343.5,852.287,852.204,959.522,960.192,79.26,,
1976,22-10-2010,1319,1322.5,840.341,842.786,947.285,949.322,78.54,,
1977,25-10-2010,1345,1337.5,854.728,851.098,957.636,954.607,80.03,,
1978,26-10-2010,1334,1329.5,841.959,839.119,957.783,958.475,79.75,,
1979,27-10-2010,1332.25,1324.5,841.014,837.231,964.141,960.2,79.19,,
1980,28-10-2010,1326.5,1333.5,837.384,836.785,958.523,959.215,79.92,,
1981,29-10-2010,1336.75,1346.75,840.723,843.036,966.628,968.258,79.42,,
1982,01-11-2010,1361.5,1354.5,847.758,845.136,975.566,975.302,80.55,,
1983,02-11-2010,1358,1351,849.015,843.058,971.805,963.967,81.9,,
1984,03-11-2010,1358.5,1345.5,842.011,835.455,966.904,958.88,82.56,,
1985,04-11-2010,1361,1381,840.954,848.124,955.624,968.443,84.33,,
1986,05-11-2010,1384.25,1395.5,855.373,859.034,978.061,990.278,84.33,,
1987,08-11-2010,1390,1388.5,860.628,860.978,997.703,998.921,84.62,,
1988,09-11-2010,1416.25,1421,877.315,879.386,1016.91,1018.78,84.92,,
1989,10-11-2010,1402,1390.5,874.228,867.274,1016.38,1016.22,85.27,,
1990,11-11-2010,1413,1398.5,875.79,867.287,1028.38,1022.97,85.81,,
1991,12-11-2010,1387,1388.5,865.145,859.752,1013.22,1010.11,83.67,,
1992,15-11-2010,1367,1368.5,849.279,850.951,1002.71,1004.99,83.39,,
1993,16-11-2010,1363.25,1349,850.012,843.494,1001.87,993.665,82.35,,
1994,17-11-2010,1336.5,1337.5,839.194,839.98,988.389,988.106,81.9,,
1995,18-11-2010,1356.75,1350.25,850.36,844.434,995.853,992.612,81.09,,
1996,19-11-2010,1357.5,1342.5,845.162,841.587,990.659,983.589,81.41,,
1997,22-11-2010,1357.5,1356.5,845.531,849.352,987.704,993.264,80.96,,
1998,23-11-2010,1361,1377.5,853.988,867.443,1001.32,1024.32,80.14,,
1999,24-11-2010,1376.25,1372.5,873.477,870.103,1033.07,1025.02,81.16,,
2000,25-11-2010,1370.5,1373.25,870.048,870.689,1030.68,1028.88,82.55,,
2001,26-11-2010,1366.5,1355,870.16,866.424,1031.17,1022.64,82.34,,
2002,29-11-2010,1360,1357,872.466,873.793,1030.3,1038.49,83.45,,
2003,30-11-2010,1375,1383.5,885.098,890.856,1056.07,1063.82,83.65,,
2004,01-12-2010,1391.5,1385.5,890.161,888.426,1062.62,1056.1,84.13,,
2005,02-12-2010,1390,1389,888.917,891.413,1052.63,1053.47,86.13,,
2006,03-12-2010,1391.75,1403.5,888.219,894.861,1049.11,1051.31,87.12,,
2007,06-12-2010,1411.5,1415.25,899.388,903.101,1062.32,1065.86,88.13,,
2008,07-12-2010,1426,1420,902.132,898.734,1065.85,1062.4,87.87,,
2009,08-12-2010,1395,1385.5,887.461,877.176,1054.9,1046.06,87.46,,
2010,09-12-2010,1382,1391.25,875.848,881.207,1045.94,1052.78,87.91,,
2011,10-12-2010,1390,1375.25,877.802,871.239,1048.03,1041.38,87.65,,
2012,13-12-2010,1388.25,1399,882.661,886.397,1050.75,1048.96,87.96,,
2013,14-12-2010,1405,1394.5,884.984,884.33,1043.68,1041.06,88.21,,
2014,15-12-2010,1388.25,1388.75,884.01,888.573,1043.64,1040.26,88.22,,
2015,16-12-2010,1384,1363,887.521,873.998,1046.66,1031.01,88.76,,
2016,17-12-2010,1374.75,1368.5,879.559,882.334,1030.7,1035.57,88.78,,
2017,20-12-2010,1381,1380,888.96,889.23,1051.47,1049.83,88.59,,
2018,21-12-2010,1386,1383,894.078,892.258,1053.43,1052.43,89.54,,
2019,22-12-2010,1389,1387,898.331,900.415,1056.68,1059.91,90.02,,
2020,23-12-2010,1384,1373.5,898.701,890.553,1056,1051.28,90.16,,
2022,29-12-2010,1403.5,1412.5,912.43,914.535,1069.9,1075.37,90.22,,
2023,30-12-2010,1411.5,1405.5,912.47,909.532,1064.16,1056.45,89.47,,
2025,04-01-2011,1405.5,1388.5,898.772,890.407,1048.88,1039.14,91.28,,
2026,05-01-2011,1382.75,1368,886.151,882.012,1044.06,1039.12,90.91,,
2027,06-01-2011,1376,1368.5,889.463,882.732,1050.7,1046.65,92.06,,
2028,07-01-2011,1358,1367,879.078,880.799,1045.98,1053.16,90.83,,
2029,10-01-2011,1368.25,1368.25,882.685,881.888,1060.33,1060.41,91.33,,
2030,11-01-2011,1381,1374,889.018,883.488,1067.65,1063.88,92.92,,
2031,12-01-2011,1383.5,1378.75,884.534,880.203,1061.29,1057.73,94.23,,
2032,13-01-2011,1380.75,1381.5,877.056,871.609,1050.24,1037.79,93.96,,
2033,14-01-2011,1369.25,1367,864.262,860.56,1023.66,1021.29,94.04,,
2034,17-01-2011,1357.5,1360.5,854.957,854.854,1022.98,1022.55,93.72,,
2035,18-01-2011,1368.75,1369.5,853.601,855.938,1021.46,1018.67,93.8,,
2036,19-01-2011,1373.75,1372,859.776,858.466,1019.1,1017.05,93.99,,
2037,20-01-2011,1364.5,1345.5,853.292,845.748,1011.71,999.109,92.95,,
2038,21-01-2011,1344,1343.5,844.486,840.844,992.981,991.074,92.9,,
2039,24-01-2011,1347.5,1343,845.676,840.952,993.805,984.676,93.2,,
2040,25-01-2011,1326,1324,840.304,839.196,975.359,972.457,91.8,,
2041,26-01-2011,1335.5,1328,841.207,836.799,974.32,972.68,92.58,,
2042,27-01-2011,1337.5,1334.5,839.98,837.097,974.215,972.384,93.42,,
2043,28-01-2011,1316,1319,828.09,830.605,957.787,962.774,94.1,,
2044,31-01-2011,1333.5,1327,839.418,831.193,976.923,967.765,95.53,,
2045,01-02-2011,1337.5,1331.5,830.178,827.533,973.719,969.068,96.39,,
2046,02-02-2011,1337,1337,824.291,825.411,966.529,968.7,97.66,,
2047,03-02-2011,1332.5,1328,820.252,822.902,967.051,973.893,97.71,,
2048,04-02-2011,1347.5,1355,835.866,843.974,988.777,999.926,96.85,,
2049,07-02-2011,1347,1347.5,835.815,836.801,992.192,997.04,96.02,,
2050,08-02-2011,1354,1363.5,839.898,850.062,992.741,999.707,96.12,,
2051,09-02-2011,1362.5,1365,847.062,848.353,998.315,996.35,96.93,,
2052,10-02-2011,1358.75,1353.25,844.889,843.935,995.348,996.209,97.59,,
2053,11-02-2011,1359,1364,849.8,852.5,1004.73,1007.31,97.37,,
2054,14-02-2011,1356.75,1365,847.969,851.157,1008.06,1012.69,98.24,,
2055,15-02-2011,1372.25,1372.75,856.051,850.421,1014.3,1016.78,99,,
2056,16-02-2011,1374.5,1371.25,852.985,856.122,1015.14,1017.63,98.68,,
2057,17-02-2011,1377,1379,853.318,853.606,1014.74,1014.87,99.77,,
2058,18-02-2011,1385.5,1383.5,854.93,852.696,1021.76,1015.04,99.08,,
2059,21-02-2011,1399.5,1403,862.824,864.715,1023.62,1026.56,100.59,,
2060,22-02-2011,1394.5,1401,862.453,866.312,1024.84,1023.37,104.01,,
2061,23-02-2011,1401.25,1409.25,863.636,866.804,1021.47,1024.54,105.88,,
2062,24-02-2011,1414.5,1411.5,873.526,873.669,1025.59,1024.16,111.01,,
2063,25-02-2011,1405,1402.5,874.137,874.54,1018.63,1021.26,108.31,,
2064,28-02-2011,1409.75,1411,868.822,868.682,1019.19,1020.02,108.5,,
2065,01-03-2011,1414.5,1420.75,867.579,872.375,1021.74,1029.31,108.27,,
2066,02-03-2011,1430.5,1435.5,877.823,879.003,1035.17,1034.82,110.83,,
2067,03-03-2011,1430.5,1421.5,879.226,874.446,1031.51,1020.39,110.48,,
2068,04-03-2011,1418,1427,871.864,876.267,1014.74,1019.29,111.42,,
2069,07-03-2011,1437,1437.5,880.515,884.507,1025.26,1026.27,112.03,,
2070,08-03-2011,1435,1426.25,886.897,883.127,1030.37,1027.85,109.55,,
2071,09-03-2011,1431.5,1431,884.297,884.207,1031.34,1028.39,109.96,,
2072,10-03-2011,1424.25,1413.25,880.199,878.45,1029.08,1022.09,110.71,,
2073,11-03-2011,1409.75,1411.5,881.535,880.976,1024.08,1021.35,109.18,,
2074,14-03-2011,1424.5,1422.25,884.453,881.851,1019.83,1018.37,107.87,,
2075,15-03-2011,1407,1400.5,878.826,872.205,1013.4,1003.94,106.56,,
2076,16-03-2011,1398.5,1402,869.984,873.901,1002.37,1007.18,105.8,,
2077,17-03-2011,1403.5,1403.75,869.04,870.543,1000.57,1002.18,108.08,,
2078,18-03-2011,1415.5,1420,878.647,877.952,1004.54,1004.39,110.54,,
2079,21-03-2011,1427.75,1432,877.212,879.607,1007.94,1009.66,110.1,,
2080,22-03-2011,1425.5,1426,869.525,870.787,1000.63,1004.58,110.23,,
2081,23-03-2011,1433,1439.5,878.925,885.247,1008.59,1017.82,111.09,,
2082,24-03-2011,1441.25,1447,891.146,892.384,1019.7,1018.44,110.81,,
2083,25-03-2011,1434,1436,890.186,892.924,1012.35,1014.84,110.91,,
2084,28-03-2011,1420,1417,890.003,884.023,1009.45,1005.18,110.37,,
2085,29-03-2011,1414,1417.5,883.198,886.658,1002.27,1006.25,109.87,,
2086,30-03-2011,1419,1425.5,883.397,889.048,1007.53,1013.44,110.18,,
2087,31-03-2011,1431,1439,887.497,896.853,1006.47,1014.52,111.42,,
2088,01-04-2011,1434.5,1418,895.052,886.527,1013.21,1006.53,113.49,,
2089,04-04-2011,1432.5,1435.5,888.207,889.075,1008.16,1009.14,115.21,,
2090,05-04-2011,1434.5,1433.5,883.367,882.643,1011.21,1011,116.73,,
2091,06-04-2011,1457,1461.5,894.249,896.901,1019.02,1022.1,117.75,,
2092,07-04-2011,1456.5,1459.5,891.807,893.973,1019.46,1020.99,117.79,,
2093,08-04-2011,1470.5,1469.5,897.796,896.638,1020.97,1017.73,120.15,,
2094,11-04-2011,1469.5,1468,898.282,895.723,1016.6,1016.06,120.44,,
2095,12-04-2011,1461.25,1450.5,899.452,890.096,1011.11,1001.66,117.68,,
2096,13-04-2011,1458,1457.5,897.231,896.261,1006.49,1006.98,116.84,,
2097,14-04-2011,1457.5,1465.75,892.693,897.032,1007.81,1014.85,118.03,,
2098,15-04-2011,1472.5,1476.75,901.494,903.764,1018.61,1023.81,117.99,,
2099,18-04-2011,1484.5,1493,913.089,917.076,1036.81,1046.25,117.37,,
2100,19-04-2011,1495,1490.5,917.966,914.477,1047.58,1042.09,116,,
2101,20-04-2011,1505,1501,920.152,915.132,1037.93,1033.32,117.97,,
2102,21-04-2011,1507,1504,909.969,908.652,1028.95,1033.39,119.46,,
2103,26-04-2011,1505,1497.5,912.287,910.611,1028.64,1024.98,118.96,,
2104,27-04-2011,1508,1511,910.243,912.44,1027.32,1029.64,119.35,,
2105,28-04-2011,1531,1535.5,918.802,919.736,1031.6,1034.36,120.91,,
2106,03-05-2011,1546.5,1540.25,938.126,934.334,1045.22,1038.95,118.75,,
2107,04-05-2011,1536,1541,929.782,931.118,1033.23,1033.19,116.96,,
2108,05-05-2011,1514.5,1511,918.658,917.704,1018.08,1029.36,112.8,,
2109,06-05-2011,1487.75,1486.5,908.106,905.023,1023.85,1024.61,104.4,,
2110,09-05-2011,1505,1502,919.983,921.02,1044.85,1051.16,108.08,,
2111,10-05-2011,1517.25,1513.5,927.301,925.575,1056.51,1054.56,111.48,,
2112,11-05-2011,1524.5,1508,926.86,916.829,1057.95,1054.25,111.35,,
2113,12-05-2011,1488.25,1489.5,913.653,916.164,1050.5,1050.65,107.19,,
2114,13-05-2011,1511,1505.75,928.418,928.043,1057.09,1058.15,108.93,,
2115,16-05-2011,1495,1500.75,923.41,924.79,1058.56,1055.9,107.79,,
2116,17-05-2011,1495.5,1478.5,918.499,912.26,1051.54,1044.14,106.6,,
2117,18-05-2011,1491.25,1496.5,921.378,927.429,1046.71,1051.95,107.4,,
2118,19-05-2011,1488.75,1493,920.117,923.486,1045.47,1045.52,107.88,,
2119,20-05-2011,1502.75,1490.75,924.542,921.467,1050.87,1052.64,107.42,,
2120,23-05-2011,1508.5,1510.5,935.562,936.86,1077.81,1076.16,105.46,,
2121,24-05-2011,1520.75,1527,942.224,944.867,1078.85,1082.67,107.3,,
2122,25-05-2011,1527,1526.25,942.884,939.809,1084.13,1086.84,107.99,,
2123,26-05-2011,1521.5,1518.5,934.41,928.917,1074.66,1073.52,109.83,,
2124,27-05-2011,1525,1533,928.463,932.936,1074.09,1076.17,110.27,,
2125,31-05-2011,1537,1536.5,931.741,932.625,1066.25,1067.38,111.2,,
2126,01-06-2011,1532.25,1533.75,933.616,934.985,1062.96,1063.26,111.44,,
2127,02-06-2011,1540.75,1539.5,940.859,942.166,1068.26,1065.84,109.91,,
2128,03-06-2011,1531,1540,939.321,942.588,1056.44,1059.29,110.44,,
2129,06-06-2011,1542.75,1549,939.67,945.665,1054.66,1059.36,110.09,,
2130,07-06-2011,1548.4,1545,942.193,938.639,1055.78,1053.53,110.66,,
2131,08-06-2011,1535.5,1537.75,937.882,939.256,1047.98,1052.03,111.93,,
2132,09-06-2011,1534,1537.75,933.828,939.428,1049.97,1059.79,113.43,,
2133,10-06-2011,1541,1529.25,945.689,941.888,1064.45,1061.02,113.45,,
2134,13-06-2011,1524.7,1526.25,937.527,935.03,1062.88,1060.78,113.33,,
2135,14-06-2011,1519,1516,927.011,924.503,1052.08,1049.5,113.59,,
2136,15-06-2011,1517.75,1529.75,931.878,940.574,1060.55,1069.68,112.62,,
2137,16-06-2011,1525,1523.25,946.911,945.355,1082.1,1077.49,109.55,,
2138,17-06-2011,1526.25,1537.5,944.929,949.602,1072.11,1074.8,107.51,,
2139,20-06-2011,1537,1544,950.878,952.91,1079.66,1078.81,107.41,,
2140,21-06-2011,1543,1544.75,953.941,952.961,1077.21,1074.91,107.82,,
2141,22-06-2011,1546,1552.5,957.276,962.731,1074.36,1077.38,107.96,,
2142,23-06-2011,1541.5,1523,964.04,955.029,1081.15,1075.72,106.08,,
2143,24-06-2011,1521,1514.75,949.083,947.074,1065.35,1067.78,102.91,,
2144,27-06-2011,1501,1498,939.417,937.363,1057.19,1052.48,101.55,,
2145,28-06-2011,1502.5,1499,943.071,936.582,1052.32,1045.11,103.59,,
2146,29-06-2011,1506,1504.25,940.545,939.921,1046.85,1047.16,106.19,,
2147,30-06-2011,1508,1505.5,943.562,940.585,1041.08,1040.07,107.5,,
2148,01-07-2011,1492.75,1483,932.095,926.065,1027.71,1025.87,106.45,,
2149,04-07-2011,1495.25,1495,927.69,930.819,1029.36,1029.97,106.87,,
2150,05-07-2011,1498.75,1510,930.785,937.015,1035.76,1042.82,107.12,,
2151,06-07-2011,1515.8,1527.25,946.31,954.114,1056.23,1066.37,108.26,,
2152,07-07-2011,1526.25,1527.5,954.801,955.763,1066.86,1066.62,110.76,,
2153,08-07-2011,1526,1541.5,956.86,960.077,1069.08,1076.17,112.68,,
2154,11-07-2011,1543.5,1555.5,966.318,976.705,1092.12,1106.88,111.35,,
2155,12-07-2011,1544.5,1550.5,973.956,977.001,1106.38,1107.34,111.07,,
2156,13-07-2011,1571.5,1579,984.711,988.358,1114.62,1121.05,113.25,,
2157,14-07-2011,1592.5,1590.5,987.536,984.83,1119.04,1117.32,112.74,,
2158,15-07-2011,1578.5,1587,979.644,985.347,1115,1124.42,112.2,,
2159,18-07-2011,1598.25,1599,992.825,994.279,1136.33,1136.7,112.31,,
2160,19-07-2011,1602,1601,994.105,992.991,1129.04,1129.45,112.68,,
2161,20-07-2011,1584.25,1586,982.115,982.956,1116.77,1117.85,113.54,,
2162,21-07-2011,1600.5,1601,992.435,985.11,1131.1,1117.24,113.2,,
2163,22-07-2011,1588,1602,974.831,984.332,1103.01,1118.09,113.66,,
2164,25-07-2011,1618.5,1613.5,995.02,991.276,1126.62,1124.86,113.33,,
2165,26-07-2011,1610,1612.75,982.606,984.585,1112.26,1114.93,113.65,,
2166,27-07-2011,1621,1625,987.692,991.761,1118.32,1124.88,113.4,,
2167,28-07-2011,1617.5,1613.5,988.632,988.967,1125.53,1129.27,113.36,,
2168,29-07-2011,1613.75,1628.5,991.673,992.08,1129.76,1133.11,112.18,,
2169,01-08-2011,1613.5,1623,981.567,996.378,1117.54,1137.19,113.57,,
2170,02-08-2011,1624,1637.75,997.298,1005.8,1145.28,1147.37,111.85,,
2171,03-08-2011,1667.5,1669.25,1016.77,1019.02,1163.4,1166.57,110.55,,
2172,04-08-2011,1664.25,1679.5,1018.2,1028.28,1170.61,1186.17,107.48,,
2173,05-08-2011,1665,1658.75,1022.91,1014.34,1176.6,1167.476,103.3,,
2174,08-08-2011,1709.75,1693,1040.944,1035.601,1195.211,1194.104,102.37,,
2175,09-08-2011,1770,1736,1080.982,1065.096,1241.757,1218.588,101.53,,
2176,10-08-2011,1753.75,1772,1082.027,1094.706,1219.067,1246.921,101.2,,
2177,11-08-2011,1786,1760,1105.745,1087.225,1254.39,1239.524,103.29,,
2178,12-08-2011,1755,1736,1077.348,1066.012,1231.233,1219.016,103.81,,
2179,15-08-2011,1738,1739,1065.082,1062.05,1214.111,1203.71,104.78,,
2180,16-08-2011,1779,1782.5,1086.611,1087.62,1236.189,1238.191,105.42,,
2181,17-08-2011,1792,1790,1089.958,1081.506,1240.396,1234.909,106.88,,
2182,18-08-2011,1794.5,1824,1087.115,1109.759,1246.44,1276.149,105.42,,
2183,19-08-2011,1862,1848,1126.914,1113.723,1299.281,1280.843,103.36,,
2184,22-08-2011,1877.75,1877.5,1139.55,1138.707,1303.179,1303.186,103.84,,
2185,23-08-2011,1886.5,1876,1138.641,1136.419,1301.753,1303.955,105.91,,
2186,24-08-2011,1850,1770,1119.584,1077.232,1279.303,1224.066,106.53,,
2187,25-08-2011,1716.5,1729,1049.59,1058.788,1191.104,1200.694,107.61,,
2188,26-08-2011,1787,1788,1094.171,1099.023,1237.192,1242.875,107.52,,
2189,30-08-2011,1791,1825,1097.561,1121.283,1243.491,1264.989,109.48,,
2190,31-08-2011,1826,1813.5,1121.14,1111.213,1264.193,1256.147,111.4,,
2191,01-09-2011,1815.5,1821,1118.952,1125.603,1270.736,1274.675,111.21,,
2192,02-09-2011,1854,1875.25,1143.809,1157.562,1301.235,1318.927,110.37,,
2193,05-09-2011,1896.5,1895,1174.667,1178.922,1341.136,1345.594,108.42,,
2194,06-09-2011,1891,1895,1172.859,1182.823,1330.753,1346.359,108.32,,
2195,07-09-2011,1844,1810,1153.437,1132.028,1311.989,1287.89,111.33,,
2196,08-09-2011,1827,1855,1146.677,1158.506,1298.877,1327.18,112.15,,
2197,09-09-2011,1879.5,1851,1177.115,1163.492,1359.395,1348.83,110.4,,
2198,12-09-2011,1843,1834,1164.098,1157.025,1354.948,1341.133,107.86,,
2199,13-09-2011,1806,1820,1143.327,1149.934,1326.381,1329.34,108.42,,
2200,14-09-2011,1829,1818.5,1160.459,1152.554,1339.338,1328.245,107.91,,
2201,15-09-2011,1806,1782,1143.183,1123.51,1310.025,1283.122,109.58,,
2202,16-09-2011,1778,1794,1126.243,1133.649,1288.686,1297.18,110.69,,
2203,19-09-2011,1817,1794,1155.558,1145.374,1332.307,1317.664,108.68,,
2204,20-09-2011,1792,1799,1142.274,1146.444,1309.367,1315.635,108.29,,
2205,21-09-2011,1810.25,1793,1155.233,1148.843,1322.219,1310.385,108.99,,
2206,22-09-2011,1765.5,1722,1144.348,1118.472,1310.399,1277.259,105.11,,
2207,23-09-2011,1730,1689,1119.814,1092.355,1279.68,1250,104.37,,
2208,26-09-2011,1615,1598,1041.868,1029.706,1198.961,1190.317,101.81,,
2209,27-09-2011,1671,1659,1075.497,1058.171,1236.404,1216.276,104.53,,
2210,28-09-2011,1655,1643,1059.336,1049.773,1214.768,1205.429,104.34,,
2211,29-09-2011,1620,1613,1033.691,1026.539,1187.77,1182.898,103.11,,
2212,30-09-2011,1629,1620,1042.627,1040.997,1204.258,1204.73,101.57,,
2213,03-10-2011,1660,1655.5,1068.074,1068.616,1242.515,1242.961,99.71,,
2214,04-10-2011,1672,1638,1086.349,1066.615,1267.051,1240.909,98.59,,
2215,05-10-2011,1600,1617,1035.398,1045.654,1202.555,1212.053,99.9,,
2216,06-10-2011,1649.5,1635,1065.431,1066.258,1234.194,1225.362,101.63,,
2217,07-10-2011,1651,1652,1063.104,1059.314,1229.52,1224.883,103.22,,
2218,10-10-2011,1664,1661,1063.735,1059.92,1226.596,1216.85,104.67,,
2219,11-10-2011,1662,1663,1064.089,1064.729,1222.958,1223.784,105.61,,
2220,12-10-2011,1687,1682,1070.364,1067.869,1222.021,1220.432,107.68,,
2221,13-10-2011,1673,1656,1065.741,1054.911,1218.056,1209.554,107.05,,
2222,14-10-2011,1676,1678,1062.306,1060.482,1214.317,1210.416,109.01,,
2223,17-10-2011,1689,1682,1069.326,1066.853,1217.648,1222.473,110.13,,
2224,18-10-2011,1658,1631,1054.64,1041.108,1211.191,1193.91,107.94,,
2225,19-10-2011,1651,1652.5,1045.135,1045.688,1192.747,1198.941,108.65,,
2226,20-10-2011,1629,1620,1033.236,1028.963,1180.178,1177.668,107.19,,
2227,21-10-2011,1623,1642.5,1027.02,1031.138,1178.136,1183.528,108.31,,
2228,24-10-2011,1651,1652,1035.564,1036.191,1191.37,1192.177,109.11,,
2229,25-10-2011,1656.25,1656,1036.192,1036.36,1187.957,1193.084,109.47,,
2230,26-10-2011,1713,1715,1070.692,1072.21,1229.543,1233.369,108.83,,
2231,27-10-2011,1708,1718,1067.834,1071.607,1219.739,1216.714,109.09,,
2232,28-10-2011,1735,1741,1077.908,1081.299,1224.504,1230.041,109.15,,
2233,31-10-2011,1718,1722,1072.878,1072.429,1227.231,1231.495,107.12,,
2234,01-11-2011,1702,1699,1067.687,1066.206,1243.062,1243.869,106.35,,
2235,02-11-2011,1731,1743,1081.267,1088.287,1257.355,1262.038,108.65,,
2236,03-11-2011,1732.5,1758,1083.693,1099.919,1257.257,1279.476,107.95,,
2237,04-11-2011,1756,1749,1096.472,1096.071,1269.612,1272.555,109.96,,
2238,07-11-2011,1764,1782,1102.776,1110.35,1286.652,1291.679,111.08,,
2239,08-11-2011,1794,1795,1114.493,1114.353,1301.509,1297.247,113.79,,
2240,09-11-2011,1780,1784,1112.5,1119.97,1300.409,1313.213,113.13,,
2241,10-11-2011,1766,1756,1109.087,1102.807,1299.007,1292.412,111.67,,
2242,11-11-2011,1764,1773,1109.015,1108.61,1294.394,1295.295,113.01,,
